,Site,Fish_no,Spp,Section,FL_mm,Wt_g,Scale,Mort
1800,31,3146,Omy,3,60,2.1,N,N
1801,31,3147,Omy,3,61,2.7,N,N
1802,31,3148,Omy,3,63,2.5,N,N
1803,31,3149,Omy,3,56,2.1,N,N
1804,31,3150,Omy,3,68,3.7,N,N
1805,31,3151,Omy,3,53,1.5,N,N
1806,31,3152,Omy,3,57,1.8,N,N
1807,31,3153,Omy,3,51,1.5,N,N
1808,31,3154,Omy,3,52,1.5,N,N
1809,31,3155,Omy,3,48,1.1,N,N
1810,31,3156,Omy,3,76,4.7,N,N
1811,31,3157,Omy,2,49,1.4,N,N
1812,31,3158,Omy,2,54,1.9,N,N
1813,31,3159,Omy,2,55,1.9,N,N
1814,31,3160,Omy,2,61,2.4,N,N
1815,31,3161,Omy,2,62,2.8,N,N
1816,31,3162,Omy,2,55,2,N,N
1817,31,3163,Omy,2,65,3,N,N
1818,31,3164,Omy,2,58,2.4,N,N
1819,31,3165,Omy,2,52,1.9,N,N
1820,31,3166,Omy,2,55,1.8,N,N
1821,31,3167,Omy,2,65,3.1,N,N
1822,31,3168,Omy,2,56,2,N,N
1823,31,3169,Omy,2,53,1.8,N,N
1824,31,3170,Omy,2,55,2.3,N,N
1825,31,3171,Omy,2,55,1.9,N,N
1826,31,3172,Omy,2,52,1.6,N,N
1827,31,3173,Omy,2,52,1.3,N,N
1828,31,3174,Omy,2,52,1.5,N,N
1829,31,3175,Omy,2,53,1.9,N,Y
1830,32,3201,Omy,6,45,0.9,N,N
1831,32,3202,Omy,6,48,1.1,N,N
1832,32,3203,Omy,6,52,1.4,N,N
1833,32,3204,Omy,6,51,1.3,N,N
1834,32,3205,Omy,6,46,1,N,N
1835,32,3206,Omy,6,50,1.5,N,N
1836,32,3207,Omy,6,46,1.2,N,N
1837,32,3208,Omy,6,78,4.6,N,N
1838,32,3209,Omy,6,86,6.6,Y,N
1839,32,3210,Omy,6,86,7,Y,N
1840,32,3211,Omy,6,93,9,Y,N
1841,32,3212,Omy,5,59,2.3,N,Y
1842,32,3213,Omy,5,40,0.7,N,Y
1843,32,3214,Omy,5,46,1,N,N
1844,32,3215,Omy,5,45,1.1,N,N
1845,32,3216,Omy,5,48,1.4,N,N
1846,32,3217,Omy,5,49,1,N,N
1847,32,3218,Omy,5,79,5.4,Y,N
1848,32,3219,Omy,5,89,7.3,Y,N
1849,32,3220,Omy,5,79,5.2,N,N
1850,32,3221,Omy,3,36,0.5,N,Y
1851,32,3222,Omy,3,45,1,N,N
1852,32,3223,Omy,3,51,1.5,N,N
1853,32,3224,Omy,3,49,1.2,N,N
1854,32,3225,Omy,3,77,4.9,N,N
1855,32,3226,Omy,4,45,0.8,N,N
1856,32,3227,Omy,4,46,1.3,N,N
1857,32,3228,Omy,4,47,1.1,N,N
1858,32,3229,Omy,4,48,1,N,N
1859,32,3230,Omy,4,51,1.5,N,N
1860,32,3231,Omy,4,51,1.5,N,N
1861,32,3232,Omy,4,45,1.1,N,N
1862,32,3233,Omy,4,75,4.4,N,N
1863,32,3234,Omy,4,83,6.9,N,N
1864,32,3235,Omy,4,87,7.8,Y,N
1865,32,3236,Omy,4,86,7.5,Y,N
1866,32,3237,Omy,2,46,1.1,N,Y
1867,32,3238,Omy,2,45,0.9,N,N
1868,32,3239,Omy,2,48,1.2,N,N
1869,32,3240,Omy,2,49,1.2,N,N
1870,32,3241,Omy,2,48,1.2,N,N
1871,32,3242,Omy,2,52,1.5,N,N
1872,32,3243,Omy,2,46,0.9,N,N
1873,32,3244,Omy,2,74,4.5,N,N
1874,32,3245,Omy,1,46,1.2,N,Y
1875,32,3246,Omy,1,41,0.6,N,Y
1876,32,3247,Omy,1,75,4.6,N,N
1877,32,3248,Omy,1,45,1,N,N
1878,32,3249,Omy,1,62,2.6,N,N
1879,32,3250,Omy,1,51,1.4,N,N
1880,32,3251,Omy,1,49,1.2,N,N
1881,32,3252,Omy,1,55,1.8,N,N
1882,32,3253,Omy,1,46,1.1,N,N
1883,32,3254,Omy,1,53,1.6,N,N
1884,32,3255,Omy,1,75,4.6,N,N
1885,32,3256,Omy,1,45,1,N,N
1886,32,3257,Omy,1,45,1,N,N
1887,32,3258,Omy,1,47,1,N,N
1888,32,3259,Omy,1,49,1.1,N,N
1889,32,3260,Omy,1,46,1.1,N,N
1890,32,3261,Omy,1,66,3.3,N,N
1891,32,3262,Omy,1,84,6.8,Y,Y
1892,32,3263,Omy,1,88,7.4,Y,N
1893,33,3301,Omy,1,51,1.2,N,Y
1894,33,3302,Omy,1,51,1.2,N,Y
1895,33,3303,Omy,1,51,1.2,N,Y
1896,34,3401,Omy,5,50,1.5,N,Y
1897,34,3402,Omy,5,54,1.8,N,N
1898,34,3403,Omy,5,49,1.5,N,N
1899,34,3404,Omy,5,55,1.9,N,N
1900,34,3405,Omy,5,45,1.1,N,N
1901,34,3406,Omy,6,49,1.4,N,N
1902,34,3407,Omy,6,51,1.4,N,N
1903,34,3408,Omy,6,47,1.1,N,N
1904,34,3409,Omy,3,39,0.6,N,Y
1905,34,3410,Omy,3,45,1.1,N,N
1906,34,3411,Omy,3,45,0.9,N,N
1907,34,3412,Omy,3,47,1.2,N,N
1908,34,3413,Omy,3,48,1.2,N,N
1909,34,3414,Omy,3,51,1.2,N,N
1910,34,3415,Omy,4,50,1.3,N,Y
1911,34,3416,Omy,4,47,1.2,N,N
1912,34,3417,Omy,4,63,3,N,N
1913,34,3418,Omy,4,52,1.5,N,N
1914,34,3419,Omy,4,54,1.9,N,N
1915,34,3420,Omy,1,55,1.8,N,N
1916,34,3421,Omy,1,51,1.5,N,N
1917,34,3422,Omy,1,51,1.5,N,N
1918,34,3423,Omy,1,49,1,N,N
1919,34,3424,Omy,1,45,1.1,N,N
1920,34,3425,Omy,1,46,1,N,N
1921,34,3426,Omy,1,80,6.4,Y,N
1922,34,3427,Omy,2,49,1.2,N,N
1923,35,3501,Omy,1,38,0.6,N,Y
1924,36,3601,Omy,5,55,2.1,N,N
1925,36,3602,Omy,5,50,1.3,N,N
1926,36,3603,Omy,5,57,2.2,N,N
1927,36,3604,Omy,5,62,2.4,N,N
1928,36,3605,Omy,5,65,3.1,N,N
1929,36,3606,Omy,5,60,2.1,N,N
1930,36,3607,Omy,5,58,1.9,N,N
1931,36,3608,Omy,5,53,1.6,N,N
1932,36,3609,Omy,5,52,1.4,N,N
1933,36,3610,Omy,5,49,1.1,N,N
1934,36,3611,Omy,5,50,1.1,N,N
1935,36,3612,Omy,5,46,0.9,N,N
1936,36,3613,Omy,5,52,1.5,N,N
1937,36,3614,Omy,5,47,1.2,N,N
1938,36,3615,Omy,4,53,1.5,N,Y
1939,36,3616,Omy,4,62,2.5,N,N
1940,36,3617,Omy,4,53,1.4,N,N
1941,36,3618,Omy,4,51,1.4,N,N
1942,36,3619,Omy,4,50,1.2,N,N
1943,36,3620,Omy,4,54,1.7,N,N
1944,36,3621,Omy,4,58,2.1,N,N
1945,36,3622,Omy,4,51,1.5,N,N
1946,36,3623,Omy,4,54,1.5,N,N
1947,36,3624,Omy,4,57,2,N,N
1948,36,3625,Omy,4,55,1.7,N,N
1949,36,3626,Omy,4,49,1.4,N,N
1950,36,3627,Omy,4,49,1.1,N,N
1951,36,3628,Omy,4,49,1,N,N
1952,36,3629,Omy,4,48,1.2,N,N
1953,36,3630,Omy,4,50,1.4,N,N
1954,36,3631,Omy,3,59,2.2,N,N
1955,36,3632,Omy,3,52,1.4,N,N
1956,36,3633,Omy,3,57,2,N,N
1957,36,3634,Omy,3,60,2.5,N,N
1958,36,3635,Omy,3,61,2,N,N
1959,36,3636,Omy,3,53,1.8,N,N
1960,36,3637,Omy,3,53,1.5,N,N
1961,36,3638,Omy,3,50,1.3,N,N
1962,36,3639,Omy,3,57,2,N,N
1963,36,3640,Omy,3,51,1.3,N,N
1964,36,3641,Omy,3,52,1.5,N,N
1965,36,3642,Omy,3,48,1.3,N,N
1966,36,3643,Omy,3,50,1.3,N,N
1967,36,3644,Omy,3,51,1.3,N,N
1968,36,3645,Omy,3,51,1.4,N,N
1969,36,3646,Omy,1,64,2.7,N,N
1970,36,3647,Omy,1,59,2.1,N,N
1971,36,3648,Omy,1,50,1.3,N,N
1972,36,3649,Omy,1,58,1.9,N,N
1973,36,3650,Omy,1,57,1.9,N,N
1974,36,3651,Omy,1,51,1.4,N,N
1975,36,3652,Omy,1,58,2.1,N,N
1976,36,3653,Omy,1,63,2.6,N,N
1977,36,3654,Omy,1,51,1.3,N,N
1978,36,3655,Omy,1,57,1.8,N,N
1979,36,3656,Omy,1,56,1.8,N,N
1980,36,3657,Omy,1,55,1.8,N,N
1981,36,3658,Omy,1,58,1.8,N,N
1982,36,3659,Omy,1,56,1.6,N,N
1983,36,3660,Omy,1,51,1.4,N,N
1984,36,3661,Omy,2,45,0.9,N,Y
1985,36,3662,Omy,2,59,2.1,N,N
1986,36,3663,Omy,2,50,1.2,N,N
1987,36,3664,Omy,2,60,2.2,N,N
1988,36,3665,Omy,2,59,2.2,N,N
1989,36,3666,Omy,2,53,1.8,N,N
1990,36,3667,Omy,2,53,1.5,N,N
1991,36,3668,Omy,2,55,1.7,N,N
1992,36,3669,Omy,2,54,1.4,N,N
1993,36,3670,Omy,2,56,1.8,N,N
1994,36,3671,Omy,2,56,1.8,N,N
1995,36,3672,Omy,2,53,1.4,N,N
1996,36,3673,Omy,2,56,1.9,N,N
1997,36,3674,Omy,2,51,1.3,N,N
1998,36,3675,Omy,2,55,1.6,N,N
1999,37,3701,Omy,4,50,0.5,N,Y
2000,37,3702,Omy,4,62,2.7,N,N
2001,37,3703,Omy,4,66,3.2,N,N
2002,37,3704,Omy,4,70,3.7,N,N
2003,37,3705,Omy,4,70,3.7,N,N
2004,37,3706,Omy,4,65,2.8,N,N
2005,37,3707,Omy,4,54,1.5,N,N
2006,37,3708,Omy,4,57,2.1,N,N
2007,37,3709,Omy,4,59,2.5,N,N
2008,37,3710,Omy,4,50,1.3,N,N
2009,37,3711,Omy,4,58,2.2,N,N
2010,37,3712,Omy,4,60,2.1,N,N
2011,37,3713,Omy,4,54,1.8,N,N
2012,37,3714,Omy,4,54,1.7,N,N
2013,37,3715,Omy,4,50,1.3,N,N
2014,37,3716,Omy,5,58,2.4,N,N
2015,37,3717,Omy,5,66,3,N,N
2016,37,3718,Omy,5,62,2.5,N,N
2017,37,3719,Omy,5,72,3.9,N,N
2018,37,3720,Omy,5,64,3,N,N
2019,37,3721,Omy,5,56,1.9,N,N
2020,37,3722,Omy,5,59,2.2,N,N
2021,37,3723,Omy,5,62,2.4,N,N
2022,37,3724,Omy,5,55,1.7,N,N
2023,37,3725,Omy,5,53,1.5,N,N
2024,37,3726,Omy,5,54,1.8,N,N
2025,37,3727,Omy,5,52,1.6,N,N
2026,37,3728,Omy,5,55,1.9,N,N
2027,37,3729,Omy,5,55,1.8,N,N
2028,37,3730,Omy,5,50,1.2,N,N
2029,37,3731,Omy,3,64,2.7,N,N
2030,37,3732,Omy,3,61,2.5,N,N
2031,37,3733,Omy,3,69,3.3,N,N
2032,37,3734,Omy,3,56,1.8,N,N
2033,37,3735,Omy,3,60,2.3,N,N
2034,37,3736,Omy,3,66,3.5,N,N
2035,37,3737,Omy,3,59,2.5,N,N
2036,37,3738,Omy,3,61,2.3,N,N
2037,37,3739,Omy,3,61,2.4,N,N
2038,37,3740,Omy,3,52,1.6,N,N
2039,37,3741,Omy,3,59,2,N,N
2040,37,3742,Omy,3,53,1.5,N,N
2041,37,3743,Omy,3,46,1,N,N
2042,37,3744,Omy,2,67,3.3,N,N
2043,37,3745,Omy,2,72,3.7,N,N
2044,37,3746,Omy,2,67,3.1,N,N
2045,37,3747,Omy,2,63,2.6,N,N
2046,37,3748,Omy,2,75,4.7,N,N
2047,37,3749,Omy,2,58,2.3,N,N
2048,37,3750,Omy,2,65,3.1,N,N
2049,37,3751,Omy,2,66,3.1,N,N
2050,37,3752,Omy,2,59,2.1,N,N
2051,37,3753,Omy,2,60,2.4,N,N
2052,37,3754,Omy,2,67,3.3,N,N
2053,37,3755,Omy,2,60,2.3,N,N
2054,37,3756,Omy,2,52,1.5,N,N
2055,37,3757,Omy,2,54,1.6,N,N
2056,37,3758,Omy,2,61,2.3,N,N
2057,37,3759,Omy,2,60,2.3,N,N
2058,37,3760,Omy,2,62,2.7,N,N
2059,37,3761,Omy,1,55,1.6,N,N
2060,37,3762,Omy,1,61,2.8,N,N
2061,37,3763,Omy,1,51,1.6,N,N
2062,37,3764,Omy,1,52,1.5,N,N
2063,37,3765,Omy,1,56,1.8,N,N
2064,37,3766,Omy,1,67,4.4,N,N
2065,37,3767,Omy,1,57,1.8,N,N
2066,37,3768,Omy,1,60,2.4,N,N
2067,37,3769,Omy,1,67,3.2,N,N
2068,37,3770,Omy,1,50,1.3,N,N
2069,37,3771,Omy,1,57,1.9,N,N
2070,37,3772,Omy,1,58,2.1,N,N
2071,37,3773,Omy,1,46,1,N,N
2072,37,3774,Omy,1,48,1,N,N
2073,38,3801,Omy,4,63,2.6,N,Y
2074,38,3802,Omy,4,70,3.6,N,N
2075,38,3803,Omy,4,70,3.8,N,N
2076,38,3804,Omy,4,62,2.5,N,N
2077,38,3805,Omy,4,56,2.1,N,N
2078,38,3806,Omy,4,70,3.9,N,N
2079,38,3807,Omy,4,64,3.3,N,N
2080,38,3808,Omy,4,65,3.3,N,N
2081,38,3809,Omy,4,56,1.7,N,N
2082,38,3810,Omy,4,53,1.4,N,N
2083,38,3811,Omy,4,62,2.6,N,N
2084,38,3812,Omy,4,64,2.5,N,N
2085,38,3813,Omy,4,61,2.4,N,N
2086,38,3814,Omy,4,63,2.5,N,N
2087,38,3815,Omy,4,58,2,N,N
2088,38,3816,Omy,5,64,3,N,N
2089,38,3817,Omy,5,62,2.6,N,N
2090,38,3818,Omy,5,63,3,N,N
2091,38,3819,Omy,5,66,3.3,N,N
2092,38,3820,Omy,5,53,1.6,N,N
2093,38,3821,Omy,5,59,2.6,N,N
2094,38,3822,Omy,5,51,1.7,N,N
2095,38,3823,Omy,5,53,1.6,N,N
2096,38,3824,Omy,5,64,2.9,N,N
2097,38,3825,Omy,5,56,1.8,N,N
2098,38,3826,Omy,5,53,1.6,N,N
2099,38,3827,Omy,5,55,1.9,N,N
2100,38,3828,Omy,5,52,1.5,N,N
2101,38,3829,Omy,5,51,1.3,N,N
2102,38,3830,Omy,5,52,1.3,N,N
2103,38,3831,Omy,2,47,1,N,N
2104,38,3832,Omy,2,58,2.1,N,N
2105,38,3833,Omy,2,68,3,N,N
2106,38,3834,Omy,2,57,1.7,N,N
2107,38,3835,Omy,2,77,5.7,N,N
2108,38,3836,Omy,2,57,1.9,N,N
2109,38,3837,Omy,2,52,1.5,N,N
2110,38,3838,Omy,2,51,1.5,N,N
2111,38,3839,Omy,2,54,1.6,N,N
2112,38,3840,Omy,2,48,1.2,N,N
2113,38,3841,Omy,1,77,4.9,N,N
2114,38,3842,Omy,1,50,1.2,N,N
2115,38,3843,Omy,1,72,3.9,N,N
2116,38,3844,Omy,1,52,1.5,N,N
2117,38,3845,Omy,1,70,3.8,N,N
2118,38,3846,Omy,1,50,1.2,N,N
2119,38,3847,Omy,1,57,1.9,N,N
2120,38,3848,Omy,1,53,1.6,N,N
2121,38,3849,Omy,1,57,2,N,N
2122,38,3850,Omy,1,58,1.9,N,N
2123,38,3851,Omy,1,53,1.5,N,N
2124,38,3852,Omy,1,48,1.2,N,N
2125,38,3853,Omy,1,56,1.6,N,N
2126,38,3854,Omy,1,49,1.1,N,N
2127,38,3855,Omy,1,52,1.6,N,N
2128,38,3856,Omy,1,52,1.3,N,N
2129,38,3857,Omy,1,48,1.1,N,N
2130,38,3858,Omy,3,60,2.3,N,N
2131,38,3859,Omy,3,61,2.5,N,N
2132,38,3860,Omy,3,65,3.2,N,N
2133,38,3861,Omy,3,59,2.2,N,N
2134,38,3862,Omy,3,66,2.9,N,N
2135,38,3863,Omy,3,55,1.7,N,N
2136,38,3864,Omy,3,54,1.6,N,N
2137,38,3865,Omy,3,62,2.7,N,N
2138,38,3866,Omy,3,60,2.1,N,N
2139,38,3867,Omy,3,53,1.7,N,N
2140,38,3868,Omy,3,55,1.8,N,N
2141,38,3869,Omy,3,62,2.5,N,N
2142,38,3870,Omy,3,59,2,N,N
2143,38,3871,Omy,3,54,1.7,N,N
2144,38,3872,Omy,3,63,2.7,N,N
2145,38,3873,Omy,3,55,1.8,N,N
2146,38,3874,Omy,3,54,1.6,N,N
2147,38,3875,Omy,3,55,1.8,N,N
2148,39,3901,Omy,4,47,0.9,N,Y
2149,39,3902,Omy,4,43,0.8,N,Y
2150,39,3903,Omy,4,48,1.3,N,N
2151,39,3904,Omy,4,51,1.4,N,N
2152,39,3905,Omy,4,56,1.9,N,N
2153,39,3906,Omy,4,61,2.5,N,N
2154,39,3907,Omy,4,57,2,N,N
2155,39,3908,Omy,4,52,1.4,N,N
2156,39,3909,Omy,4,55,1.7,N,N
2157,39,3910,Omy,4,50,1.4,N,N
2158,39,3911,Omy,4,49,1.2,N,N
2159,39,3912,Omy,4,49,1.2,N,N
2160,39,3913,Omy,4,51,1.4,N,N
2161,39,3914,Omy,4,48,1.2,N,N
2162,39,3915,Omy,4,47,1.1,N,N
2163,39,3916,Omy,5,53,1.5,N,N
2164,39,3917,Omy,5,49,1.2,N,N
2165,39,3918,Omy,5,69,4,N,N
2166,39,3919,Omy,5,49,1.2,N,N
2167,39,3920,Omy,5,55,1.7,N,N
2168,39,3921,Omy,5,47,1.3,N,N
2169,39,3922,Omy,5,47,1.2,N,N
2170,39,3923,Omy,5,49,1.2,N,N
2171,39,3924,Omy,5,46,1,N,N
2172,39,3925,Omy,1,56,2,N,N
2173,39,3926,Omy,1,59,2.3,N,N
2174,39,3927,Omy,1,65,3,N,N
2175,39,3928,Omy,1,54,1.8,N,N
2176,39,3929,Omy,1,55,1.6,N,N
2177,39,3930,Omy,1,48,1.2,N,N
2178,39,3931,Omy,1,50,1.4,N,N
2179,39,3932,Omy,1,82,5.9,Y,N
2180,39,3933,Omy,1,82,6.8,Y,N
2181,39,3934,Omy,3,53,1.6,N,N
2182,39,3935,Omy,3,47,1.1,N,N
2183,39,3936,Omy,3,60,2.2,N,N
2184,39,3937,Omy,3,57,1.9,N,N
2185,39,3938,Omy,3,57,2,N,N
2186,39,3939,Omy,3,55,1.7,N,N
2187,39,3940,Omy,3,51,1.4,N,N
2188,39,3941,Omy,3,50,1.2,N,N
2189,39,3942,Omy,3,46,1,N,N
2190,39,3943,Omy,3,47,1,N,N
2191,39,3944,Omy,3,48,1.2,N,N
2192,39,3945,Omy,2,55,1.7,N,N
2193,39,3946,Omy,2,46,1.1,N,N
2194,39,3947,Omy,2,51,1.3,N,N
2195,39,3948,Omy,2,52,1.5,N,N
2196,39,3949,Omy,2,57,1.9,N,N
2197,39,3950,Omy,2,58,2.2,N,N
2198,39,3951,Omy,2,59,2.5,N,N
2199,39,3952,Omy,2,47,1.4,N,N
2200,39,3953,Omy,2,50,1.4,N,N
2201,39,3954,Omy,2,60,2.4,N,N
2202,39,3955,Omy,2,57,1.9,N,N
2203,39,3956,Omy,2,46,1,N,N
2204,39,3957,Omy,2,48,1.1,N,N
2205,39,3958,Omy,2,54,1.6,N,N
2206,39,3959,Omy,2,48,1.2,N,N
2207,39,3960,Omy,2,51,1.3,N,N
2208,39,3961,Omy,2,57,1.8,N,N
2209,39,3962,Omy,2,56,1.8,N,N
2210,39,3963,Omy,2,48,1.3,N,N
2211,39,3964,Omy,2,49,1.4,N,N
2212,39,3965,Omy,2,47,1.1,N,N
2213,39,3966,Omy,2,47,1.1,N,N
2214,39,3967,Omy,2,47,1,N,N
2215,39,3968,Omy,2,50,1.5,N,Y
2216,40,4001,Omy,4,48,1.2,N,Y
2217,40,4002,Omy,4,57,1.9,N,N
2218,40,4003,Omy,4,63,2.7,N,N
2219,40,4004,Omy,4,64,2.9,N,N
2220,40,4005,Omy,4,62,2.6,N,N
2221,40,4006,Omy,4,75,4.9,N,N
2222,40,4007,Omy,4,60,2.3,N,N
2223,40,4008,Omy,4,63,2.6,N,N
2224,40,4009,Omy,4,61,2.3,N,N
2225,40,4010,Omy,4,70,4.1,N,N
2226,40,4011,Omy,4,68,3.4,N,N
2227,40,4012,Omy,4,63,2.8,N,N
2228,40,4013,Omy,4,58,1.8,N,N
2229,40,4014,Omy,4,56,1.9,N,N
2230,40,4015,Omy,4,60,2.6,N,N
2231,40,4016,Omy,5,60,2.7,N,N
2232,40,4017,Omy,5,59,2.1,N,N
2233,40,4018,Omy,5,62,2.5,N,N
2234,40,4019,Omy,5,65,3,N,N
2235,40,4020,Omy,5,56,1.7,N,N
2236,40,4021,Omy,5,58,2.1,N,N
2237,40,4022,Omy,5,59,2.7,N,N
2238,40,4023,Omy,5,52,1.5,N,N
2239,40,4024,Omy,5,55,2.1,N,N
2240,40,4025,Omy,5,54,1.6,N,N
2241,40,4026,Omy,5,56,1.8,N,N
2242,40,4027,Omy,5,53,1.5,N,N
2243,40,4028,Omy,5,50,1.4,N,N
2244,40,4029,Omy,5,52,1.6,N,N
2245,40,4030,Omy,5,51,1.3,N,Y
2246,40,4031,Omy,2,49,1.3,N,Y
2247,40,4032,Omy,2,56,2,N,Y
2248,40,4033,Omy,2,58,2.1,N,N
2249,40,4034,Omy,2,72,4.4,N,N
2250,40,4035,Omy,2,64,2.8,N,N
2251,40,4036,Omy,2,64,3.1,N,N
2252,40,4037,Omy,2,53,1.7,N,N
2253,40,4038,Omy,2,61,2.7,N,N
2254,40,4039,Omy,2,59,2.2,N,N
2255,40,4040,Omy,2,54,1.9,N,N
2256,40,4041,Omy,2,48,1.1,N,N
2257,40,4042,Omy,2,56,1.8,N,N
2258,40,4043,Omy,2,50,1.4,N,N
2259,40,4044,Omy,2,49,1.5,N,N
2260,40,4045,Omy,2,52,1.4,N,N
2261,40,4046,Omy,3,72,4,N,Y
2262,40,4047,Omy,3,63,3,N,N
2263,40,4048,Omy,3,59,2.2,N,N
2264,40,4049,Omy,3,58,2.1,N,N
2265,40,4050,Omy,3,59,2.3,N,N
2266,40,4051,Omy,3,58,2.5,N,N
2267,40,4052,Omy,3,57,2.2,N,N
2268,40,4053,Omy,3,57,2.3,N,N
2269,40,4054,Omy,3,54,1.7,N,N
2270,40,4055,Omy,3,53,1.9,N,N
2271,40,4056,Omy,3,56,2.6,N,N
2272,40,4057,Omy,3,52,1.5,N,N
2273,40,4058,Omy,3,47,1.1,N,N
2274,40,4059,Omy,3,48,1.2,N,N
2275,40,4060,Omy,3,48,1.1,N,N
2276,40,4061,Omy,1,50,1.4,N,Y
2277,40,4062,Omy,1,53,1.7,N,Y
2278,40,4063,Omy,1,60,2.4,N,N
2279,40,4064,Omy,1,75,4.8,N,N
2280,40,4065,Omy,1,74,4.3,N,N
2281,40,4066,Omy,1,67,3.3,N,N
2282,40,4067,Omy,1,64,2.7,N,N
2283,40,4068,Omy,1,70,3.8,N,N
2284,40,4069,Omy,1,65,2.8,N,N
2285,40,4070,Omy,1,59,2.2,N,N
2286,40,4071,Omy,1,65,2.6,N,N
2287,40,4072,Omy,1,67,3.1,N,N
2288,40,4073,Omy,1,60,2,N,N
2289,40,4074,Omy,1,61,2.6,N,N
2290,40,4075,Omy,1,59,2.3,N,N
2291,41,4101,Omy,4,52,1.8,N,N
2292,41,4102,Omy,4,71,3.7,N,N
2293,41,4103,Omy,4,49,1.8,N,N
2294,41,4104,Omy,4,61,2.6,N,N
2295,41,4105,Omy,4,72,4.2,N,N
2296,41,4106,Omy,4,65,3.7,N,N
2297,41,4107,Omy,4,50,2,N,N
2298,41,4108,Omy,4,63,3.1,N,N
2299,41,4109,Omy,4,58,2.2,N,N
2300,41,4110,Omy,4,66,3.9,N,N
2301,41,4111,Omy,4,61,3.1,N,N
2302,41,4112,Omy,4,72,4.5,N,N
2303,41,4113,Omy,4,53,1.5,N,N
2304,41,4114,Omy,4,50,1.1,N,N
2305,41,4115,Omy,4,45,1.1,N,N
2306,41,4116,Omy,5,65,3.1,N,N
2307,41,4117,Omy,5,65,3.3,N,N
2308,41,4118,Omy,5,65,3.8,N,N
2309,41,4119,Omy,5,63,2.5,N,N
2310,41,4120,Omy,5,54,1.6,N,N
2311,41,4121,Omy,5,53,1.7,N,N
2312,41,4122,Omy,5,75,4.9,N,N
2313,41,4123,Omy,5,64,3.3,N,N
2314,41,4124,Omy,5,73,4.4,N,N
2315,41,4125,Omy,5,65,3.2,N,N
2316,41,4126,Omy,5,54,2.2,N,N
2317,41,4127,Omy,5,57,1.8,N,N
2318,41,4128,Omy,5,53,1.8,N,N
2319,41,4129,Omy,5,65,3.1,N,N
2320,41,4130,Omy,5,64,3.2,N,N
2321,41,4131,Omy,5,66,3.4,N,N
2322,41,4132,Omy,5,48,0.9,N,Y
2323,41,4133,Omy,5,57,2.1,N,Y
2324,41,4134,Omy,1,62,3.4,N,N
2325,41,4135,Omy,1,53,1.6,N,N
2326,41,4136,Omy,1,54,1.6,N,N
2327,41,4137,Omy,1,71,4.2,N,N
2328,41,4138,Omy,1,53,1.8,N,N
2329,41,4139,Omy,1,67,3.4,N,N
2330,41,4140,Omy,1,64,3.1,N,N
2331,41,4141,Omy,1,51,1.9,N,N
2332,41,4142,Omy,1,68,3.7,N,N
2333,41,4143,Omy,1,75,5.2,N,N
2334,41,4144,Omy,1,57,2.2,N,N
2335,41,4145,Omy,1,52,1.8,N,N
2336,41,4146,Omy,2,72,4.3,N,N
2337,41,4147,Omy,2,74,4.8,N,N
2338,41,4148,Omy,2,65,3.3,N,N
2339,41,4149,Omy,2,56,2,N,N
2340,41,4150,Omy,2,57,2.3,N,N
2341,41,4151,Omy,2,57,2.1,N,N
2342,41,4152,Omy,2,68,4.1,N,N
2343,41,4153,Omy,2,66,4,N,N
2344,41,4154,Omy,2,65,3.2,N,N
2345,41,4155,Omy,2,63,3,N,N
2346,41,4156,Omy,2,51,1.5,N,N
2347,41,4157,Omy,2,72,4.6,N,N
2348,41,4158,Omy,2,64,3.1,N,N
2349,41,4159,Omy,2,59,2.9,N,N
2350,41,4160,Omy,2,61,2.7,N,N
2351,41,4161,Omy,3,62,2.8,N,N
2352,41,4162,Omy,3,68,3.7,N,N
2353,41,4163,Omy,3,74,4.8,N,N
2354,41,4164,Omy,3,64,3,N,N
2355,41,4165,Omy,3,66,3.4,N,N
2356,41,4166,Omy,3,63,3.1,N,N
2357,41,4167,Omy,3,60,2.6,N,N
2358,41,4168,Omy,3,68,3.9,N,N
2359,41,4169,Omy,3,65,3.2,N,N
2360,41,4170,Omy,3,55,2.1,N,N
2361,41,4171,Omy,3,57,2.3,N,N
2362,41,4172,Omy,3,55,1.9,N,N
2363,41,4173,Omy,3,56,2.1,N,N
2364,41,4174,Omy,3,66,3.2,N,N
2365,41,4175,Omy,3,64,3,N,N
2366,42,4201,Omy,4,62,2.8,N,N
2367,42,4202,Omy,4,60,2.3,N,N
2368,42,4203,Omy,4,60,2.5,N,N
2369,42,4204,Omy,4,55,1.7,N,N
2370,42,4205,Omy,4,64,3,N,N
2371,42,4206,Omy,4,59,2.2,N,N
2372,42,4207,Omy,4,58,2,N,N
2373,42,4208,Omy,4,64,2.8,N,N
2374,42,4209,Omy,4,75,4.7,N,N
2375,42,4210,Omy,4,63,2.5,N,N
2376,42,4211,Omy,4,59,2.4,N,N
2377,42,4212,Omy,4,57,2,N,N
2378,42,4213,Omy,4,59,2.3,N,N
2379,42,4214,Omy,4,58,2.3,N,N
2380,42,4215,Omy,4,53,1.6,N,N
2381,42,4216,Omy,5,51,1.3,N,N
2382,42,4217,Omy,5,60,2.3,N,N
2383,42,4218,Omy,5,62,2.7,N,N
