,Site,Fish_no,Spp,Section,FL_mm,Wt_g,Scale,Mort
3554,58,5849,Omy,3,53,1.6,N,N
3555,58,5850,Omy,3,67,3.8,N,N
3556,58,5851,Omy,3,59,2.2,N,N
3557,58,5852,Omy,3,60,2.4,N,N
3558,58,5853,Omy,3,58,2,N,N
3559,58,5854,Omy,3,48,1.2,N,N
3560,58,5855,Omy,3,52,1.6,N,N
3561,58,5856,Omy,3,50,1.2,N,N
3562,58,5857,Omy,3,48,1.1,N,N
3563,58,5858,Omy,2,60,2.4,N,Y
3564,58,5859,Omy,2,74,4.5,N,N
3565,58,5860,Omy,2,78,5.2,N,N
3566,58,5861,Omy,2,52,1.4,N,N
3567,58,5862,Omy,2,68,3.2,N,N
3568,58,5863,Omy,2,73,4.2,N,N
3569,58,5864,Omy,2,66,2.9,N,N
3570,58,5865,Omy,2,65,3,N,N
3571,58,5866,Omy,2,65,3,N,N
3572,58,5867,Omy,2,61,2.2,N,N
3573,58,5868,Omy,2,59,2.5,N,N
3574,58,5869,Omy,2,57,1.9,N,N
3575,58,5870,Omy,2,63,2.8,N,N
3576,58,5871,Omy,2,59,2.1,N,N
3577,58,5872,Omy,2,52,1.3,N,N
3578,58,5873,Omy,2,56,1.6,N,N
3579,58,5874,Omy,2,49,1.2,N,N
3580,58,5875,Omy,2,45,0.9,N,N
3581,59,5901,Omy,5,73,4.7,N,N
3582,59,5902,Omy,5,78,5.3,N,N
3583,59,5903,Omy,5,61,2.9,N,N
3584,59,5904,Omy,5,62,2.3,N,N
3585,59,5905,Omy,5,71,4.1,N,N
3586,59,5906,Omy,5,72,4.1,N,N
3587,59,5907,Omy,5,62,3.1,N,N
3588,59,5908,Omy,5,68,3.2,N,N
3589,59,5909,Omy,5,58,1.9,N,N
3590,59,5910,Omy,5,77,4.8,N,N
3591,59,5911,Omy,5,55,1.8,N,N
3592,59,5912,Omy,5,73,4,N,N
3593,59,5913,Omy,5,60,2.4,N,N
3594,59,5914,Omy,5,56,1.9,N,N
3595,59,5915,Omy,5,59,2.2,N,N
3596,59,5916,Omy,4,70,4.3,N,N
3597,59,5917,Omy,4,61,2.6,N,N
3598,59,5918,Omy,4,53,1.5,N,N
3599,59,5919,Omy,4,55,2.1,N,N
3600,59,5920,Omy,4,75,4.4,N,N
3601,59,5921,Omy,4,54,1.6,N,N
3602,59,5922,Omy,4,55,1.7,N,N
3603,59,5923,Omy,4,63,3.2,N,N
3604,59,5924,Omy,4,63,2.6,N,N
3605,59,5925,Omy,4,55,1.7,N,N
3606,59,5926,Omy,4,51,1.4,N,N
3607,59,5927,Omy,4,66,3.1,N,N
3608,59,5928,Omy,4,55,1.7,N,N
3609,59,5929,Omy,4,63,2.6,N,N
3610,59,5930,Omy,4,56,1.7,N,N
3611,59,5931,Omy,3,82,5.8,Y,N
3612,59,5932,Omy,3,65,2.9,N,N
3613,59,5933,Omy,3,50,1.6,N,N
3614,59,5934,Omy,3,70,4.2,N,N
3615,59,5935,Omy,3,79,5.4,Y,N
3616,59,5936,Omy,3,61,2.4,N,N
3617,59,5937,Omy,3,68,3.1,N,N
3618,59,5938,Omy,3,55,1.5,N,N
3619,59,5939,Omy,3,64,2.3,N,N
3620,59,5940,Omy,3,61,2.3,N,N
3621,59,5941,Omy,3,57,1.7,N,N
3622,59,5942,Omy,4,62,3,N,N
3623,59,5943,Omy,4,53,1.4,N,N
3624,59,5944,Omy,1,69,3.2,N,N
3625,59,5945,Omy,1,59,2,N,N
3626,59,5946,Omy,1,56,2.2,N,N
3627,59,5947,Omy,1,69,3.9,N,N
3628,59,5948,Omy,1,64,3,N,N
3629,59,5949,Omy,1,61,2.2,N,N
3630,59,5950,Omy,1,64,3.1,N,N
3631,59,5951,Omy,1,68,3.7,N,N
3632,59,5952,Omy,1,56,1.6,N,N
3633,59,5953,Omy,1,56,1.9,N,N
3634,59,5954,Omy,1,54,1.5,N,N
3635,59,5955,Omy,1,68,3.4,N,N
3636,59,5956,Omy,1,53,1.5,N,N
3637,59,5957,Omy,1,59,2.2,N,N
3638,59,5958,Omy,1,70,3.9,N,N
3639,59,5959,Omy,1,51,1.4,N,N
3640,59,5960,Omy,1,62,2.5,N,N
3641,59,5961,Omy,2,61,2.2,N,N
3642,59,5962,Omy,2,59,2,N,N
3643,59,5963,Omy,2,68,3.2,N,N
3644,59,5964,Omy,2,67,3.2,N,N
3645,59,5965,Omy,2,57,1.6,N,N
3646,59,5966,Omy,2,63,2.6,N,N
3647,59,5967,Omy,2,63,3,N,N
3648,59,5968,Omy,2,59,2,N,N
3649,59,5969,Omy,2,56,1.5,N,N
3650,59,5970,Omy,2,53,1.1,N,N
3651,59,5971,Omy,2,60,2.1,N,N
3652,59,5972,Omy,2,55,1.3,N,N
3653,59,5973,Omy,2,58,2.2,N,N
3654,59,5974,Omy,2,62,2.6,N,N
3655,59,5975,Omy,2,63,2.5,N,N
3656,60,6001,Omy,5,50,1.3,N,N
3657,60,6002,Omy,5,60,2.4,N,N
3658,60,6003,Omy,5,65,3.2,N,N
3659,60,6004,Omy,5,72,4,N,N
3660,60,6005,Omy,5,62,2.5,N,N
3661,60,6006,Omy,5,59,2.3,N,N
3662,60,6007,Omy,5,68,4,N,N
3663,60,6008,Omy,5,60,2.3,N,N
3664,60,6009,Omy,5,54,1.9,N,N
3665,60,6010,Omy,5,58,2,N,N
3666,60,6011,Omy,5,53,1.8,N,N
3667,60,6012,Omy,5,64,2.8,N,N
3668,60,6013,Omy,5,55,1.9,N,N
3669,60,6014,Omy,5,50,1.3,N,N
3670,60,6015,Omy,5,51,1.5,N,N
3671,60,6016,Omy,4,52,1.5,N,N
3672,60,6017,Omy,4,51,1.4,N,N
3673,60,6018,Omy,4,74,4.6,N,N
3674,60,6019,Omy,4,67,3.2,N,N
3675,60,6020,Omy,4,58,2.4,N,N
3676,60,6021,Omy,4,58,2.9,N,N
3677,60,6022,Omy,4,56,1.8,N,N
3678,60,6023,Omy,4,59,2.3,N,N
3679,60,6024,Omy,4,56,2.5,N,N
3680,60,6025,Omy,4,54,1.5,N,N
3681,60,6026,Omy,4,50,1.3,N,N
3682,60,6027,Omy,4,50,1.2,N,N
3683,60,6028,Omy,4,63,2.3,N,N
3684,60,6029,Omy,4,56,2,N,N
3685,60,6030,Omy,4,51,1.5,N,N
3686,60,6031,Omy,2,69,3.5,N,N
3687,60,6032,Omy,2,70,3.7,N,N
3688,60,6033,Omy,2,60,2.2,N,N
3689,60,6034,Omy,2,53,1.5,N,N
3690,60,6035,Omy,2,56,2,N,N
3691,60,6036,Omy,2,50,1.5,N,N
3692,60,6037,Omy,2,54,1.6,N,N
3693,60,6038,Omy,2,59,2.2,N,N
3694,60,6039,Omy,2,54,1.7,N,N
3695,60,6040,Omy,2,56,1.7,N,N
3696,60,6041,Omy,2,53,1.8,N,N
3697,60,6042,Omy,2,51,1.2,N,N
3698,60,6043,Omy,3,70,3.4,N,N
3699,60,6044,Omy,3,69,3.4,N,N
3700,60,6045,Omy,3,65,2.8,N,N
3701,60,6046,Omy,3,67,3.4,N,N
3702,60,6047,Omy,3,57,2.1,N,N
3703,60,6048,Omy,3,64,3,N,N
3704,60,6049,Omy,3,68,3.5,N,N
3705,60,6050,Omy,3,71,4.1,N,N
3706,60,6051,Omy,3,54,1.6,N,N
3707,60,6052,Omy,3,50,1.7,N,N
3708,60,6053,Omy,3,62,2.5,N,N
3709,60,6054,Omy,3,60,2.3,N,N
3710,60,6055,Omy,3,53,1.7,N,N
3711,60,6056,Omy,3,52,1.5,N,N
3712,60,6057,Omy,3,55,1.8,N,N
3713,60,6058,Omy,3,58,2.2,N,N
3714,60,6059,Omy,3,53,1.5,N,N
3715,60,6060,Omy,3,52,1.4,N,N
3716,60,6061,Omy,1,59,2.4,N,N
3717,60,6062,Omy,1,65,2.9,N,N
3718,60,6063,Omy,1,53,1.6,N,N
3719,60,6064,Omy,1,57,1.8,N,N
3720,60,6065,Omy,1,59,2,N,N
3721,60,6066,Omy,1,52,1.7,N,N
3722,60,6067,Omy,1,54,1.6,N,N
3723,60,6068,Omy,1,55,1.7,N,N
3724,60,6069,Omy,1,50,1.4,N,N
3725,60,6070,Omy,1,67,3.3,N,N
3726,60,6071,Omy,1,52,1.5,N,N
3727,60,6072,Omy,1,62,2.3,N,N
3728,60,6073,Omy,1,54,1.6,N,N
3729,60,6074,Omy,1,60,2.4,N,N
3730,60,6075,Omy,1,55,1.7,N,N
3731,61,6101,Omy,5,52,1.3,N,N
3732,61,6102,Omy,5,71,4.1,N,N
3733,61,6103,Omy,5,66,3.2,N,N
3734,61,6104,Omy,5,70,3.7,N,N
3735,61,6105,Omy,5,50,1.3,N,N
3736,61,6106,Omy,5,61,2.3,N,N
3737,61,6107,Omy,5,54,2.1,N,N
3738,61,6108,Omy,5,61,2.3,N,N
3739,61,6109,Omy,5,56,2.1,N,N
3740,61,6110,Omy,5,57,2,N,N
3741,61,6111,Omy,5,64,3,N,N
3742,61,6112,Omy,5,68,3.9,N,N
3743,61,6113,Omy,5,69,3.7,N,N
3744,61,6114,Omy,5,62,2.6,N,N
3745,61,6115,Omy,5,57,2,N,N
3746,61,6116,Omy,4,56,1.8,N,N
3747,61,6117,Omy,4,65,3,N,N
3748,61,6118,Omy,4,54,1.8,N,N
3749,61,6119,Omy,4,64,2.8,N,N
3750,61,6120,Omy,4,58,2,N,N
3751,61,6121,Omy,4,60,2.4,N,N
3752,61,6122,Omy,4,70,3.5,N,N
3753,61,6123,Omy,4,62,2.9,N,N
3754,61,6124,Omy,4,54,1.7,N,N
3755,61,6125,Omy,4,57,2.2,N,N
3756,61,6126,Omy,4,50,1.4,N,N
3757,61,6127,Omy,4,58,2.5,N,N
3758,61,6128,Omy,4,55,2,N,N
3759,61,6129,Omy,4,60,2.3,N,N
3760,61,6130,Omy,4,50,1.3,N,N
3761,61,6131,Omy,2,56,1.8,N,N
3762,61,6132,Omy,2,57,2,N,N
3763,61,6133,Omy,2,62,2.3,N,N
3764,61,6134,Omy,2,55,2.1,N,N
3765,61,6135,Omy,2,68,3.3,N,N
3766,61,6136,Omy,2,58,2.3,N,N
3767,61,6137,Omy,2,71,4.3,N,N
3768,61,6138,Omy,2,66,3.2,N,N
3769,61,6139,Omy,2,61,2.4,N,N
3770,61,6140,Omy,2,63,2.8,N,N
3771,61,6141,Omy,2,58,1.8,N,N
3772,61,6142,Omy,1,63,2.8,N,N
3773,61,6143,Omy,1,70,3.8,N,N
3774,61,6144,Omy,1,61,2.5,N,N
3775,61,6145,Omy,1,51,1.4,N,N
3776,61,6146,Omy,1,51,1.3,N,N
3777,61,6147,Omy,1,62,2.6,N,N
3778,61,6148,Omy,1,68,3.8,N,N
3779,61,6149,Omy,1,64,2.7,N,N
3780,61,6150,Omy,1,64,3.1,N,N
3781,61,6151,Omy,1,60,2.1,N,N
3782,61,6152,Omy,1,58,2.2,N,N
3783,61,6153,Omy,1,64,3.1,N,N
3784,61,6154,Omy,1,50,1.2,N,N
3785,61,6155,Omy,1,50,1.4,N,N
3786,61,6156,Omy,1,54,1.6,N,N
3787,61,6157,Omy,1,68,4,N,N
3788,61,6158,Omy,1,60,2.4,N,N
3789,61,6159,Omy,1,52,1.5,N,N
3790,61,6160,Omy,1,50,1.5,N,N
3791,61,6161,Omy,3,61,2.3,N,N
3792,61,6162,Omy,3,60,2.4,N,N
3793,61,6163,Omy,3,61,2.4,N,N
3794,61,6164,Omy,3,52,1.4,N,N
3795,61,6165,Omy,3,53,1.8,N,N
3796,61,6166,Omy,3,50,1.4,N,N
3797,61,6167,Omy,3,61,2.5,N,N
3798,61,6168,Omy,3,50,1.3,N,N
3799,61,6169,Omy,3,54,1.6,N,N
3800,61,6170,Omy,3,59,2.1,N,N
3801,61,6171,Omy,3,63,2.5,N,N
3802,61,6172,Omy,3,59,2.3,N,N
3803,61,6173,Omy,3,71,3.5,N,N
3804,61,6174,Omy,3,64,2.5,N,N
3805,61,6175,Omy,3,69,3.3,N,N
